LOGMSTAR,MU_DELTA,LOGMH,LOGMH_S,LOGMGAS,NAME,B_A,B_A_INNERDISK
9.17,9.22584,13.3669,13.3639,7.89492,rf0349 ,0.95,0.98886
10.19,10.2982,13.3669,13.3639,9.07545,rf0350 ,0.6,0.663263
9.07,8.84435,12.7679,12.3219,9.02921,rf0351 ,0.62,0.614318
9.33,9.66778,13.3669,13.3639,7.93654,rf0352 ,0.92,0.92329
8.15,8.36372,11.0289,11.0909,8.80887,rf0353 ,0.71,0.707666
9.17,8.55167,12.2929,12.3869,8.46104,rf0354 ,0.92,0.906996
10.25,9.60951,13.3669,13.3639,9.09054,rf0355 ,0.78,0.783657
9.03,8.26936,13.3669,13.3639,7.84758,rf0356 ,0.66,0.684842
9.03,6.76518,13.3669,13.3639,9.22895,rf0357 ,0.25,0.118055
9.09,8.80343,12.7679,12.3219,9.52565,rf0358 ,0.44,0.390194
10.03,8.80441,12.7679,12.3219,9.52277,rf0359 ,0.74,0.678648
8.27,7.3956,10.8899,10.8719,8.91619,rf0360 ,0.87,0.83557
10.83,9.35534,12.2929,12.3869,9.42466,rf0361 ,0.42,0.430366
10.29,9.94537,13.3669,13.3639,9.14797,rf0362 ,0.68,0.702441
8.89,8.93951,12.7679,12.3219,9.84836,rf0363 ,0.68,0.71258
9.25,8.17852,13.3669,13.3639,9.54119,rf0364 ,0.55,0.546269
8.93,9.13173,12.7679,12.3219,7.90661,rf0365 ,0.85,0.869139
8.77,8.35318,11.0479,11.0139,9.39687,rf0366 ,0.37,0.288316
8.55,8.49565,13.3669,13.3639,8.64362,rf0367 ,0.65,0.680743
8.27,8.16912,12.7679,12.3219,8.80279,rf0368 ,0.7,0.756742
9.31,8.72464,13.3669,13.3639,7.84633,rf0369 ,0.76,0.747377
8.75,8.49551,11.9809,11.9139,8.50339,rf0370 ,0.62,0.632815
9.97,9.80312,12.7679,12.3219,8.52177,rf0371 ,0.53,0.55844
10.43,9.79933,11.9809,11.9139,9.13594,rf0372 ,0.59,0.595191
8.61,7.81123,12.7679,12.3219,8.86191,rf0373 ,0.34,0.340567
8.67,7.53717,13.3669,13.3639,9.1565,rf0374 ,0.74,0.755617
10.33,9.68542,11.8179,11.8129,9.7154,rf0375 ,0.95,0.964656
9.23,8.65016,11.7799,11.9549,8.14999,rf0376 ,0.76,0.778101
10.45,10.1883,11.7799,11.9549,9.16119,rf0377 ,0.75,0.77928
9.59,7.94975,11.4499,11.3529,9.86483,rf0378 ,0.67,0.646157
8.57,7.14886,11.0179,10.9389,9.59746,rf0379 ,0.58,0.542482
10.25,8.52708,11.7089,11.7509,10.2714,rf0380 ,0.31,0.292603
8.71,8.08358,11.0519,10.9969,9.09956,rf0381 ,0.8,0.829819
10.01,9.90627,11.3519,11.5669,8.69303,rf0382 ,0.58,0.64666
10.13,9.22026,11.4139,11.6579,8.64976,rf0383 ,0.4,0.417339
8.67,7.16503,11.4919,11.4989,9.5974,rf0384 ,0.75,0.765667
9.79,8.19655,11.3549,11.4539,9.91944,rf0385 ,0.25,0.58738
9.91,8.89308,11.3549,11.5119,8.91462,rf0386 ,0.24,0.209282
9.05,7.78892,11.1269,11.1299,9.61755,rf0387 ,0.42,0.424549
9.53,9.07097,11.2899,11.3309,9.09207,rf0388 ,0.76,0.789832
9.57,9.18445,11.1849,11.3479,8.8396,rf0389 ,0.67,0.812332
9.39,7.94545,11.2379,11.2719,9.65155,rf0390 ,0.8,0.552822
8.83,7.80374,10.9909,11.0439,9.46749,rf0391 ,0.39,0.385215
8.29,8.3698,10.8789,10.8739,8.38332,rf0392 ,0.67,0.714592
8.21,7.57008,10.8849,10.8679,8.96496,rf0393 ,0.95,0.974092
10.67,9.40238,12.6739,12.3309,10.1931,rf0394 ,0.62,0.586197
10.23,8.79835,12.6739,12.3309,9.56483,rf0395 ,0.34,0.385929
10.83,9.42997,12.3089,12.3759,9.39189,rf0396 ,0.78,0.871855
10.77,9.2072,12.1509,12.2929,10.166,rf0397 ,0.36,0.493721
9.39,8.52312,11.6089,11.6179,9.76857,rf0398 ,0.79,0.805979
9.39,8.04826,11.4049,11.2719,9.77992,rf0399 ,0.33,0.347345
10.31,8.62281,11.8829,11.8029,10.2,rf0400 ,0.57,0.563667
8.41,7.32581,10.9219,10.8939,9.24507,rf0401 ,0.29,0.288291
10.45,9.65845,12.8289,12.7169,9.96883,rf0402 ,0.63,0.680933
9.29,9.10414,11.2489,11.2269,9.43704,rf0403 ,0.57,0.75533
10.31,9.95027,11.7049,11.8779,9.02176,rf0404 ,0.86,0.865168
10.69,9.69516,12.6229,12.7239,9.2428,rf0405 ,0.69,0.748873
10.07,9.32535,11.4019,11.6139,8.88421,rf0406 ,0.88,0.913596
10.81,9.94838,12.6229,12.7239,9.21372,rf0407 ,0.76,0.752828
9.47,8.12809,11.1149,11.3009,8.3939,rf0408 ,0.92,0.858037
9.29,8.21157,11.1709,11.2889,7.83584,rf0409 ,0.58,0.632815
9.19,8.47319,11.4009,11.5619,8.32036,rf0410 ,0.83,0.817508
10.25,8.99162,11.5089,11.7509,8.97696,rf0411 ,0.28,0.310062
8.95,8.51568,11.0809,11.1509,8.47312,rf0412 ,0.41,0.41095
8.57,7.95916,11.0809,11.1509,8.7903,rf0413 ,0.42,0.441706
7.91,8.39747,10.8398,10.7921,9.3702,rf0414 ,0.81,0.801662
9.63,8.06111,11.2889,11.3719,9.71442,rf0415 ,0.16,0.162079
8.19,7.99109,11.2889,11.3719,8.47272,rf0416 ,0.51,0.540863
10.37,8.18766,12.0719,11.8439,9.74486,rf0417 ,0.55,0.584684
9.35,7.70923,11.3509,11.2539,9.74001,rf0418 ,0.74,0.732634
8.55,8.63569,10.9679,10.9349,9.09794,rf0419 ,0.62,0.629544
8.61,7.61489,10.9029,10.9549,8.29014,rf0420 ,0.46,0.447342
8.87,8.42741,12.3829,12.4279,7.68518,rf0421 ,0.61,0.599668
8.47,7.49532,12.3829,12.4279,8.83167,rf0422 ,0.37,0.387628
10.85,9.62844,12.3829,12.4279,9.13646,rf0423 ,0.82,0.828232
9.19,7.6662,12.3829,12.4279,9.53189,rf0424 ,0.69,0.670546
9.15,7.89493,11.2749,11.1659,9.5584,rf0425 ,0.78,0.80719
8.29,7.89947,10.8669,10.8739,8.78857,rf0426 ,0.67,0.685399
9.73,8.10508,11.4949,11.4209,9.98243,rf0427 ,0.26,0.2322
9.11,8.0375,11.1849,11.1519,9.1365,rf0428 ,0.25,0.340862
8.49,7.08424,10.9299,10.9149,9.25378,rf0429 ,0.26,0.251532
8.21,7.22304,10.9149,10.8679,9.43496,rf0430 ,0.24,0.242055
8.21,7.70379,10.8739,10.8679,8.74996,rf0431 ,0.52,0.829367
9.33,7.91597,11.2419,11.2439,10.0036,rf0432 ,0.44,0.458055
9.27,7.54275,11.3049,11.2199,9.78796,rf0433 ,0.81,0.797659
8.95,7.64786,11.1269,11.0909,9.68993,rf0434 ,0.21,0.211331
10.97,9.93952,12.5009,12.5729,10.2148,rf0435 ,0.66,0.654773
8.53,8.04124,10.8769,10.9279,8.4185,rf0436 ,0.4,0.402241
8.45,8.04736,10.8989,10.9089,8.46236,rf0437 ,0.91,0.842772
9.67,7.97973,11.4889,11.3899,9.85969,rf0438 ,0.3,0.868938
8.15,7.78131,10.9069,10.8649,9.20155,rf0439 ,0.35,0.386691
8.95,7.77207,10.9989,11.0909,9.09005,rf0440 ,0.93,0.806573
8.37,7.43027,10.9379,10.8889,9.3116,rf0441 ,0.33,0.319328
8.65,8.00176,10.9069,10.9699,8.93297,rf0443 ,0.59,0.596569
11.33,9.73616,13.4799,13.4489,9.47279,rf0444 ,0.68,0.820815
8.75,8.53384,13.4799,13.4489,7.44181,rf0445 ,0.92,0.971914
10.35,9.49498,13.4799,13.4489,8.72829,rf0446 ,0.7,0.70096
10.55,9.56773,13.4799,13.4489,10.161,rf0447 ,0.63,0.671748
9.83,8.56153,13.4799,13.4489,9.66602,rf0448 ,0.71,0.713506
9.09,8.49502,11.0239,11.1459,9.42998,rf0449 ,0.39,0.372743
9.63,9.42419,13.4799,13.4489,9.06948,rf0450 ,0.67,0.671305
8.05,7.85015,13.4799,13.4489,8.23779,rf0451 ,0.87,0.769906
8.75,7.81009,11.0019,11.0109,9.13683,rf0452 ,0.29,0.306823
8.79,8.0625,11.0759,11.0249,8.76736,rf0453 ,0.87,0.646869
8.59,8.05682,10.9249,10.9459,8.84487,rf0454 ,0.9,0.891636
9.29,8.5508,11.1399,11.2269,9.11364,rf0455 ,0.74,0.911643
8.75,7.92705,10.9339,11.0109,8.871,rf0456 ,0.43,0.434646
8.63,8.12457,10.7471,10.9728,7.83803,rf0457 ,0.83,0.839059
8.93,8.17023,11.1439,11.1189,9.2411,rf0458 ,0.92,0.90539
8.33,7.71736,11.1439,11.1189,9.05511,rf0459 ,0.48,0.495829
9.87,9.04681,11.2309,11.4969,9.78588,rf0460 ,0.32,0.337051
8.99,8.47244,11.1319,11.1059,8.67387,rf0461 ,0.76,0.755868
8.51,7.88673,11.6289,11.4459,8.75362,rf0462 ,0.28,0.35641
9.75,8.64859,11.6289,11.4459,9.53952,rf0463 ,0.93,0.981122
8.39,8.18812,10.9569,10.8919,9.12213,rf0464 ,0.8,0.909592
8.49,8.15271,11.3379,11.1979,8.86844,rf0465 ,0.75,0.767695
9.13,7.95375,11.3379,11.1979,9.5686,rf0466 ,0.81,0.791965
8.63,8.26496,10.8619,10.9659,7.83541,rf0467 ,0.72,0.74479
10.01,8.13934,12.4809,12.5899,9.49585,rf0468 ,0.95,0.9897
10.93,9.75009,12.4809,12.5899,9.46744,rf0469 ,0.33,0.401383
8.65,8.43263,12.4809,12.5899,8.13168,rf0470 ,0.93,0.832352
8.53,8.08354,12.4809,12.5899,8.7503,rf0471 ,0.54,0.537109
8.87,7.73596,12.4809,12.5899,9.0685,rf0472 ,0.67,0.731493
9.33,8.66061,11.1089,11.2439,7.94191,rf0473 ,0.48,0.506618
8.69,8.42944,11.5059,11.3249,9.11711,rf0474 ,0.91,0.908713
8.57,7.70591,10.9719,10.9389,9.26939,rf0475 ,0.76,0.778475
8.83,7.49951,11.5059,11.3249,9.07639,rf0476 ,0.19,0.20258
9.11,8.36785,11.5059,11.3249,9.32344,rf0477 ,0.72,0.750004
8.67,7.71029,11.5059,11.3249,8.95272,rf0478 ,0.79,0.823261
8.63,8.53054,11.5059,11.3249,9.02924,rf0479 ,0.52,0.511915
9.31,8.07934,11.1729,11.2349,9.64898,rf0480 ,0.31,0.300934
9.43,8.16423,11.4529,11.2839,9.90508,rf0481 ,0.86,0.940871
8.89,7.64008,11.2309,11.0659,9.47527,rf0482 ,0.6,0.61605
8.03,7.6265,11.5739,11.8129,8.0379,rf0483 ,0.87,0.787
10.33,9.63203,11.5739,11.8129,8.99135,rf0484 ,0.5,0.524504
8.07,7.25979,10.8699,10.8629,9.31423,rf0485 ,0.4,0.437204
8.17,7.42608,10.8178,10.8416,9.37618,rf0486 ,0.79,0.560544
8.81,8.09713,11.3569,11.3109,8.79387,rf0487 ,0.4,0.387742
9.39,8.01852,11.3569,11.3109,9.69006,rf0488 ,0.26,0.289572
8.77,7.71874,10.9569,11.0139,8.62462,rf0489 ,0.6,0.604
10.29,10.2932,11.6019,11.7759,8.66941,rf0490 ,0.81,0.833014
11.15,9.41836,12.7089,12.9089,9.9701,rf0491 ,0.67,0.421635
9.61,9.96105,12.0939,12.3269,8.10956,rf0492 ,0.82,0.79774
9.53,8.24239,11.3909,11.3309,9.90991,rf0493 ,0.69,0.662467
10.77,9.9028,12.0939,12.3269,9.17621,rf0494 ,0.92,0.930892
9.77,7.93959,11.4619,11.4379,9.99312,rf0495 ,0.24,0.282715
8.57,8.13164,10.9409,10.9389,9.31779,rf0496 ,0.56,0.560883
8.27,7.24729,10.9269,10.8719,9.01999,rf0497 ,0.83,0.7514
7.83,6.99958,10.7318,10.7822,9.03782,rf0498 ,0.37,0.372122
8.77,8.54024,10.9809,11.0139,9.24398,rf0499 ,0.61,0.619677
9.61,8.6699,11.3059,11.3649,8.32574,rf0500 ,0.41,0.494933
8.63,7.46263,11.3049,11.1859,9.61813,rf0501 ,0.86,0.92364
9.05,8.13667,11.3049,11.1859,9.79169,rf0502 ,0.75,0.731127
9.59,9.92272,11.2119,11.3529,8.3347,rf0503 ,0.93,0.960171
9.55,9.20012,11.1479,11.3399,8.13529,rf0504 ,0.77,0.804286
8.53,8.59617,10.8899,10.9279,8.42508,rf0505 ,0.9,0.891309
9.75,9.05311,11.2379,11.4269,8.42195,rf0506 ,0.61,0.619677
8.95,7.90061,11.0959,11.0909,9.22887,rf0507 ,0.62,0.597309
10.71,9.66677,12.4809,12.5859,8.93102,rf0508 ,0.78,0.789289
10.93,9.07916,12.4359,12.5169,9.72399,rf0509 ,0.92,0.876784
10.63,8.90622,12.4809,12.5859,9.80612,rf0510 ,0.32,0.286005
8.71,7.99878,12.4809,12.5859,8.86499,rf0511 ,0.55,0.549587
9.75,9.8102,11.2329,11.4269,8.40358,rf0512 ,0.68,0.700284
9.87,8.28257,11.6379,11.4969,9.8488,rf0513 ,0.51,0.514444
10.49,9.90316,12.0019,12.0619,9.41391,rf0514 ,0.87,0.882306
9.83,9.39007,12.0019,12.0619,9.94191,rf0515 ,0.92,0.903129
8.25,7.78545,10.8042,10.8611,8.36972,rf0516 ,0.95,0.846172
8.35,8.56909,10.8142,10.8877,8.41547,rf0517 ,0.79,0.79198
8.35,8.32143,10.8649,10.8849,8.45712,rf0518 ,0.65,0.680516
7.95,7.21372,10.6931,10.7981,8.321,rf0519 ,0.67,0.627958
8.35,8.30911,11.5089,11.3059,8.79645,rf0520 ,0.64,0.652948
8.17,7.48908,10.6799,10.8416,7.7318,rf0521 ,0.87,0.781709
8.11,8.16397,10.6227,10.8281,7.59168,rf0522 ,0.92,0.91751
8.47,7.87492,10.8979,10.9209,8.0681,rf0523 ,0.69,0.705536
8.09,7.63124,10.8239,10.824,9.04829,rf0524 ,0.8,0.921025
8.27,8.10796,12.1659,12.2979,7.6583,rf0525 ,0.55,0.584727
7.79,7.99655,10.509,10.7783,7.81751,rf0526 ,0.75,0.787108
8.15,8.15836,10.727,10.837,8.4628,rf0527 ,0.56,0.562401
8.01,8.15936,10.7126,10.8083,8.36668,rf0528 ,0.82,0.888512
8.17,7.42892,10.7082,10.8416,8.51221,rf0529 ,0.31,0.321021
8.55,8.90145,10.9989,10.9349,8.89716,rf0530 ,0.74,0.736645
7.73,7.43405,11.3229,11.2269,8.42519,rf0531 ,0.74,0.705294
8.05,7.19772,10.7923,10.816,8.59376,rf0532 ,0.45,0.480045
9.19,8.04342,11.2899,11.1859,9.21502,rf0533 ,0.69,0.816633
7.83,7.48349,11.4349,11.3419,8.45201,rf0534 ,0.42,0.425354
8.43,6.98577,10.9799,10.9019,9.36992,rf0535 ,0.56,0.423596
8.83,7.93495,11.1399,11.0439,9.35463,rf0536 ,0.46,0.567239
7.91,8.08286,10.6739,10.7921,8.30924,rf0537 ,0.64,0.656723
7.57,7.95295,13.0789,12.8759,8.85184,rf0538 ,0.73,0.765315
8.35,8.43735,13.0789,12.8759,8.18174,rf0539 ,0.6,0.600607
10.67,9.28487,13.0789,12.8759,9.5939,rf0540 ,0.4,0.549201
8.71,9.1714,13.0789,12.8759,7.74812,rf0541 ,0.81,0.5247
10.75,10.1566,13.0789,12.8759,9.88036,rf0542 ,0.7,0.594149
8.03,7.34068,10.7167,10.8121,8.09547,rf0543 ,0.28,0.273917
8.11,7.41339,11.9869,11.7229,8.17547,rf0544 ,0.56,0.463712
8.55,8.39244,10.8639,10.9349,8.63883,rf0545 ,0.78,0.791889
7.89,7.85828,10.8799,10.8849,8.52723,rf0546 ,0.54,0.535654
7.69,7.75643,10.6,10.7723,8.46804,rf0547 ,0.59,0.618918
10.29,9.17677,11.9859,11.7759,10.1504,rf0548 ,0.64,0.634695
8.15,7.53258,10.7115,10.837,8.521,rf0549 ,0.32,0.345614
9.11,7.96883,11.2019,11.1519,9.39272,rf0550 ,0.95,0.630535
7.95,7.26703,10.7404,10.7981,8.84268,rf0551 ,0.3,0.295199
7.59,6.96228,10.5554,10.772,8.46005,rf0552 ,0.35,0.329921
7.89,7.33834,10.9019,10.8819,8.60911,rf0553 ,0.57,0.519599
7.53,7.82558,10.5013,10.7748,8.30804,rf0554 ,0.71,0.753813
7.99,8.13803,10.7124,10.8048,8.59958,rf0555 ,0.5,0.55162
7.81,7.58068,11.8969,11.7029,8.10784,rf0556 ,0.92,0.912469
7.79,7.53754,10.5978,10.7783,8.41201,rf0557 ,0.45,0.481364
8.21,7.84319,10.7214,10.8512,8.4303,rf0558 ,0.47,0.464921
8.17,7.28983,10.8032,10.8416,8.66429,rf0559 ,0.54,0.513303
8.69,8.44006,11.0669,11.2719,7.46271,rf0560 ,0.9,0.907524
8.17,8.53302,11.7579,11.6909,8.25389,rf0561 ,0.83,0.828275
8.41,8.03771,12.8109,12.9989,7.84696,rf0562 ,0.61,0.614062
8.79,8.57933,12.8109,12.9989,7.91353,rf0563 ,0.45,0.475918
8.45,7.97561,12.3839,12.5229,8.25658,rf0564 ,0.51,0.519919
8.35,7.49549,10.8769,10.8849,8.85092,rf0565 ,0.59,0.506405
8.07,7.25331,10.6964,10.8198,8.24118,rf0566 ,0.37,0.36262
8.11,7.34777,12.3379,12.3919,8.31416,rf0567 ,0.35,0.342738
8.61,7.35235,12.4049,12.2269,8.2081,rf0568 ,0.76,0.691036
8.05,7.72053,10.7823,10.816,8.781,rf0569 ,0.55,0.554669
8.75,8.52177,10.8325,11.013,7.6739,rf0570 ,0.92,0.901156
9.09,8.21222,12.3379,12.3919,7.86271,rf0571 ,0.95,0.94467
8.69,6.95653,12.3379,12.3919,8.93815,rf0572 ,0.81,0.638
8.19,8.07082,12.3379,12.3919,7.94339,rf0573 ,0.5,0.515077
7.77,7.92316,10.6306,10.7768,8.44104,rf0574 ,0.71,0.742789
7.51,7.28416,10.4925,10.7763,8.33436,rf0575 ,0.49,0.485408
7.99,7.94566,10.7846,10.8048,8.77968,rf0576 ,0.57,0.60292
8.11,8.20539,13.1479,13.3099,8.07732,rf0577 ,0.73,0.76509
8.55,8.50193,13.1479,13.3099,7.88483,rf0578 ,0.83,0.968979
8.89,8.46452,11.0989,11.0659,9.2228,rf0579 ,0.49,0.492744
8.07,7.97234,10.7387,10.8198,8.3828,rf0580 ,0.82,0.904749
7.97,7.04752,10.6897,10.8014,8.52917,rf0581 ,0.26,0.259016
8.15,7.7846,10.7436,10.837,8.38621,rf0582 ,0.78,0.822935
7.95,6.89356,10.7768,10.7981,9.10235,rf0583 ,0.22,0.212925
8.07,8.03116,10.6435,10.8198,8.24118,rf0585 ,0.54,0.543303
8.37,8.21246,10.6813,10.8934,7.70483,rf0586 ,0.75,0.821099
8.29,8.47556,11.3579,11.3719,8.37389,rf0587 ,0.72,0.721612
7.95,7.23778,10.7194,10.7981,8.64519,rf0588 ,0.39,0.39105
8.65,8.11223,11.7149,11.9089,8.08696,rf0589 ,0.4,0.405251
7.91,8.03143,10.5726,10.7921,8.06431,rf0590 ,0.66,0.682508
8.51,7.8044,10.8689,10.9209,8.15346,rf0591 ,0.79,0.746255
8.43,8.61927,10.6897,10.9106,7.63803,rf0592 ,0.84,0.868513
8.13,7.94479,10.6016,10.8325,7.7281,rf0593 ,0.62,0.62162
8.57,8.61999,10.7704,10.9534,7.84531,rf0594 ,0.74,0.727126
8.37,8.59501,11.5419,11.4759,7.40812,rf0595 ,0.84,0.862725
8.35,8.49468,10.7711,10.8877,8.31733,rf0596 ,0.61,0.622373
9.01,9.00204,11.2799,11.4079,7.78271,rf0597 ,0.86,0.861761
8.35,8.08648,12.1719,12.3219,7.68483,rf0598 ,0.79,0.773846
7.85,7.61474,10.6745,10.7844,8.43453,rf0599 ,0.57,0.569333
8.69,7.88499,10.8629,10.9829,8.02483,rf0600 ,0.58,0.594998
8.17,8.06829,11.5519,11.4209,8.02607,rf0601 ,0.62,0.714528
7.97,7.77937,11.0179,11.1519,7.66569,rf0602 ,0.68,0.688667
8.87,8.01384,12.0639,12.0949,8.14531,rf0603 ,0.74,0.801055
8.49,8.08859,11.5989,11.7259,7.26273,rf0605 ,0.84,0.846132
8.65,8.74283,12.0639,12.0949,7.42273,rf0606 ,0.95,0.950842
8.57,7.95333,10.9379,10.9389,8.67948,rf0607 ,0.92,0.928064
8.03,7.87208,10.7219,10.8121,8.49768,rf0608 ,0.69,0.640716
8.57,8.33989,10.7918,10.9534,7.90483,rf0609 ,0.78,0.776273
8.21,7.24276,10.7526,10.8512,8.56668,rf0611 ,0.44,0.461447
9.87,9.41177,11.2889,11.4969,8.64271,rf0612 ,0.42,0.441076
7.75,7.48707,10.4093,10.7753,7.3481,rf0613 ,0.74,0.795025
8.11,7.52684,11.1369,11.1659,8.1179,rf0614 ,0.84,0.847519
8.65,8.0389,10.8709,10.9699,8.08696,rf0615 ,0.69,0.655319
8.05,7.44444,12.4439,12.7729,8.36279,rf0616 ,0.45,0.521172
8.09,7.65973,12.3499,12.2749,7.96963,rf0617 ,0.65,0.7835
7.99,8.09865,12.3499,12.2749,7.93628,rf0618 ,0.64,0.66754
7.45,7.0485,10.5556,10.7825,8.92233,rf0619 ,0.43,0.438358
7.97,7.8219,10.6425,10.8014,8.29758,rf0620 ,0.73,0.681791
7.47,6.93348,10.5605,10.7801,8.78835,rf0621 ,0.33,0.318685
8.35,7.08795,10.8979,10.8849,9.07949,rf0622 ,0.3,0.284352
8.31,8.44953,10.6933,10.8768,7.58532,rf0623 ,0.94,0.95458
8.13,7.82835,10.7278,10.8325,8.44279,rf0624 ,0.65,0.641141
8.21,7.96131,10.6771,10.8512,8.17733,rf0625 ,0.47,0.490525
7.91,7.52506,10.7065,10.7921,8.51958,rf0626 ,0.83,0.954424
7.81,7.49603,10.6345,10.7802,8.46887,rf0627 ,0.52,0.51216
8.25,7.35757,12.3309,12.4989,8.42118,rf0628 ,0.63,0.552835
8.71,7.62381,12.2629,12.2179,8.39519,rf0629 ,0.73,0.771
8.19,7.92129,11.7379,11.9119,9.27343,rf0630 ,0.67,0.725366
7.83,7.84711,10.6198,10.7822,8.28422,rf0631 ,0.67,0.670433
8.27,7.67403,10.7948,10.8663,8.91299,rf0632 ,0.35,0.512085
8.27,7.45411,10.8389,10.8663,8.59758,rf0633 ,0.87,0.947102
7.93,8.12249,10.5327,10.7951,7.87628,rf0634 ,0.81,0.759125
7.91,6.8066,10.7136,10.7921,8.72284,rf0635 ,0.29,0.300934
8.11,8.27094,11.6089,11.7759,7.98963,rf0636 ,0.66,0.669971
8.45,7.76073,11.4159,11.5979,8.30607,rf0637 ,0.35,0.361242
9.19,8.48561,12.5939,12.3919,9.1979,rf0638 ,0.79,0.810537
10.47,9.8047,12.5939,12.3919,9.01581,rf0640 ,0.53,0.568054
7.97,7.57571,12.5939,12.3919,9.30843,rf0641 ,0.77,0.67158
7.91,7.95669,10.7871,10.7921,8.59727,rf0642 ,0.63,0.637095
7.75,7.61591,10.7017,10.7753,8.72088,rf0643 ,0.72,0.754918
7.85,6.90965,12.8109,12.6619,9.27035,rf0644 ,0.28,0.277335
8.07,7.21406,12.8109,12.6619,8.64188,rf0645 ,0.39,0.407693
8.19,7.86234,10.7684,10.8463,8.63065,rf0646 ,0.43,0.434283
7.95,7.85608,10.6788,10.7981,8.36317,rf0647 ,0.69,0.676371
7.81,7.49083,10.6006,10.7802,8.38188,rf0648 ,0.53,0.567628
9.03,8.41822,11.0549,11.1209,8.83658,rf0649 ,0.56,0.561002
8.11,7.48998,10.7717,10.8281,8.43758,rf0650 ,0.77,0.649522
8.01,7.18377,11.1319,11.0659,8.79968,rf0651 ,0.46,0.09794
7.91,7.71776,10.6781,10.7921,8.68727,rf0652 ,0.67,0.673587
8.11,7.84867,10.7676,10.8281,8.56422,rf0653 ,0.57,0.557926
8.49,8.52637,11.4289,11.5809,8.51751,rf0654 ,0.88,0.855005
8.45,8.28874,10.8015,10.9165,8.39628,rf0655 ,0.57,0.570393
8.09,7.68699,10.6926,10.824,8.26118,rf0656 ,0.49,0.478079
8.87,7.76052,11.4289,11.5809,8.62339,rf0657 ,0.68,0.722082
9.97,10.3417,11.4289,11.5809,8.51581,rf0658 ,0.67,0.700177
8.39,7.23628,11.4859,11.2269,8.80317,rf0659 ,0.76,0.679974
7.73,7.24792,10.9569,10.8849,8.63394,rf0660 ,0.43,0.445341
7.95,7.30067,12.7219,12.9089,8.36317,rf0661 ,0.34,0.357424
8.19,7.18468,10.7985,10.8463,9.19563,rf0662 ,0.44,0.50019
8.03,7.83148,12.7219,12.9089,8.99994,rf0663 ,0.6,0.606004
8.87,7.55037,10.8979,11.0539,8.85785,rf0664 ,0.29,0.307051
8.75,7.15441,11.0479,11.0109,9.43314,rf0665 ,0.22,0.219134
8.03,7.551,10.7488,10.8121,8.60188,rf0666 ,0.47,0.448138
7.93,7.40978,10.7657,10.7951,9.21199,rf0667 ,0.61,0.628043
7.63,8.18364,10.4674,10.7713,7.9722,rf0668 ,0.77,0.759627
8.01,8.17417,12.3619,12.4679,8.32279,rf0669 ,0.69,0.703367
8.55,7.87446,10.8799,10.9349,8.55462,rf0670 ,0.32,0.325903
7.87,8.00315,10.6755,10.7868,8.45453,rf0671 ,0.78,0.786361
8.29,8.01012,10.7405,10.8714,8.14607,rf0672 ,0.56,0.561516
8.25,8.18039,11.7769,11.7379,7.58483,rf0673 ,0.66,0.705908
8.17,7.83803,10.7811,10.8416,8.62422,rf0674 ,0.5,0.508219
8.81,8.39699,10.8372,11.0338,8.01804,rf0675 ,0.54,0.551851
8.29,8.01062,13.3669,13.3639,7.92235,rf0676 ,0.63,0.666079
9.07,9.02688,10.9189,11.1389,7.99391,rf0677 ,0.78,0.811982
8.13,7.7979,13.3669,13.3639,7.6918,rf0678 ,0.84,0.859907
8.15,7.54046,10.8254,10.837,8.65267,rf0679 ,0.88,0.84141
8.09,7.81335,10.7146,10.824,8.32621,rf0680 ,0.69,0.709032
8.57,7.94586,13.3669,13.3639,7.84531,rf0681 ,0.73,0.815078
8.49,8.24936,13.3669,13.3639,7.97168,rf0682 ,0.52,0.587939
8.19,8.09039,10.7897,10.8463,8.75601,rf0683 ,0.6,0.595518
9.55,8.59397,13.3669,13.3639,8.57469,rf0684 ,0.37,0.428973
8.09,8.02124,10.6947,10.824,8.3103,rf0685 ,0.68,0.67477
8.83,7.863,10.9189,11.0439,7.7708,rf0686 ,0.77,0.763144
8.09,7.49929,12.7679,12.3219,8.62348,rf0687 ,0.54,0.755482
8.95,7.79154,11.0289,11.0909,8.87468,rf0688 ,0.29,0.299218
8.17,7.81948,12.7679,12.3219,8.76709,rf0689 ,0.55,0.567707
7.75,7.81431,12.2929,12.3869,8.82765,rf0690 ,0.67,0.691799
8.29,7.73444,12.7679,12.3219,8.31751,rf0691 ,0.78,0.724587
8.21,8.05075,12.7679,12.3219,8.90054,rf0692 ,0.59,0.637924
8.23,7.07761,12.2929,12.3869,9.37959,rf0693 ,0.7,0.478279
8.35,8.5948,13.3669,13.3639,7.87312,rf0694 ,0.82,0.824079
8.37,7.91933,12.7679,12.3219,8.5578,rf0695 ,0.84,0.828481
8.47,8.13135,10.9459,10.9109,8.73741,rf0696 ,0.95,0.980648
8.21,7.69706,12.2929,12.3869,8.65065,rf0697 ,0.5,0.495206
7.71,8.19122,10.3957,10.7731,7.54174,rf0698 ,0.91,0.927272
8.33,7.73804,11.7799,11.9549,8.08339,rf0699 ,0.47,0.476416
8.27,7.22028,10.8619,10.8719,9.20596,rf0700 ,0.82,0.742743
8.37,8.41336,10.8769,10.8889,8.5819,rf0701 ,0.93,0.955343
8.09,8.09133,10.8279,10.824,8.75188,rf0702 ,0.56,0.565024
